!3-pentanone
!Dervided from VERSION: AramcoMech 1.3
!AUTHORS: W. K. Metcalfe, S. Burke, H. J. Curran
!WEBSITE: http://c3.nuigalway.ie/

C3H4-A                       1   324.800     4.290     0.000     0.000     1.000
C3H3                         1   324.800     4.290     0.000     0.000     1.000
C3H2                         2   209.000     4.100     0.000     0.000     1.000
C3H5O                        2   411.000     4.820     0.000     0.000     1.000
C3H6OOH1-2                   2   435.200     4.662     2.700     0.000     1.000
C3H6OOH1-3                   2   435.200     4.662     2.700     0.000     1.000
C3H6OOH2-1                   2   435.200     4.662     2.700     0.000     1.000
C3H6OOH1-2O2                 2   435.200     4.662     2.700     0.000     1.000
C3H6OOH1-3O2                 2   435.200     4.662     2.700     0.000     1.000
C3H6OOH2-1O2                 2   435.200     4.662     2.700     0.000     1.000
C3H6OOH2-2                   2   436.400     5.352     0.000     0.000     1.000
NC3H7O2H                     2   481.500     4.997     1.700     0.000     1.000
IC3H7O2H                     2   459.500     5.036     1.700     0.000     1.000
NC3H7O2                      2   481.500     4.997     1.700     0.000     1.000
IC3H7O2                      2   459.500     5.036     1.700     0.000     1.000
NC3H7O                       2   481.500     4.997     1.700     0.000     1.000
IC3H7O                       2   459.500     5.036     1.700     0.000     1.000
C3H6O1-2                     2   403.600     4.968     2.000     0.000     1.000
C3H6O1-3                     2   403.600     4.968     2.000     0.000     1.000
C3KET12                      2   464.200     5.009     2.600     0.000     1.000
C3KET13                      2   464.200     5.009     2.600     0.000     1.000
C3KET21                      2   464.200     5.009     2.600     0.000     1.000
C3H6OH                       2   487.900     4.820     0.000     0.000     1.000
HOC3H6O2                     2   487.900     4.820     0.000     0.000     1.000
CH3CHCO                      2   443.200     4.120     0.000     0.000     1.000
AC3H5OOH                     2   481.500     4.997     1.700     0.000     1.000
C2H3OOH                      2   436.000     3.970     0.000     0.000     2.000
C4H10                        2   350.900     5.206     0.000     0.000     1.000
C4H8-1                       2   355.000     4.650     0.000     0.000     1.000
C4H8-2                       2   355.000     4.650     0.000     0.000     1.000
PC4H9                        2   352.000     5.240     0.000     0.000     1.000
SC4H9                        2   352.000     5.240     0.000     0.000     1.000
C4H71-1                      2   357.100     4.720     0.000     0.000     1.000
C4H71-2                      2   357.100     4.720     0.000     0.000     1.000
C4H71-3                      2   357.100     4.720     0.000     0.000     1.000
C4H71-4                      2   357.100     4.720     0.000     0.000     1.000
C4H72-2                      2   357.100     4.720     0.000     0.000     1.000
C4H6                         2   357.000     4.720     0.000     0.000     1.000
PC4H9O2H                     2   496.000     5.200     0.000     0.000     1.000
SC4H9O2H                     2   496.000     5.200     0.000     0.000     1.000
PC4H9O2                      2   496.000     5.200     0.000     0.000     1.000
SC4H9O2                      2   496.000     5.200     0.000     0.000     1.000
PC4H9O                       2   496.000     5.200     0.000     0.000     1.000
SC4H9O                       2   496.000     5.200     0.000     0.000     1.000
C4H7O                        2   496.000     5.200     0.000     0.000     1.000
C4H8O1-2                     2   496.000     5.200     0.000     0.000     1.000
C4H8O1-3                     2   496.000     5.200     0.000     0.000     1.000
C4H8O1-4                     2   496.000     5.200     0.000     0.000     1.000
C4H8O2-3                     2   496.000     5.200     0.000     0.000     1.000
C4H8OH-1                     2   496.000     5.200     0.000     0.000     1.000
C4H8OH-2                     2   496.000     5.200     0.000     0.000     1.000
C4H8OH-1O2                   2   502.200     5.356     1.800     0.000     1.000
C4H8OH-2O2                   2   502.200     5.356     1.800     0.000     1.000
C4H8OOH1-1                   2   549.655     5.716     0.000     0.000     0.000
C4H8OOH1-2                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-3                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-4                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-1                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-2                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-3                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-4                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-2O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-3O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-4O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-1O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-3O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-4O2                 2   496.000     5.200     0.000     0.000     1.000
NC4KET12                     2   476.000     5.778     2.600     0.000     1.000
NC4KET13                     2   476.000     5.778     2.600     0.000     1.000
NC4KET14                     2   476.000     5.778     2.600     0.000     1.000
NC4KET21                     2   476.000     5.778     2.600     0.000     1.000
NC4KET23                     2   476.000     5.778     2.600     0.000     1.000
NC4KET24                     2   476.000     5.778     2.600     0.000     1.000
C2H5COCH3                    2   454.000     5.413     3.300     0.000     1.000
C2H5COCH2                    2   454.000     5.413     3.300     0.000     1.000
CH2CH2COCH3                  2   440.584     5.040     0.000     0.000     0.000
CH3CHCOCH3                   2   440.584     5.040     0.000     0.000     0.000
C2H3COCH3                    2   454.000     5.413     3.300     0.000     1.000
CH3CHOOCOCH3                 2   546.562     5.698     0.000     0.000     0.000
CH3CHOOHCOCH3                2   454.000     5.413     3.300     0.000     1.000
CH2CHOOHCOCH3                2   546.562     5.698     0.000     0.000     0.000
NC3H7CHO                     2   464.200     5.009     2.600     0.000     1.000
NC3H7CO                      2   464.200     5.009     2.600     0.000     1.000
C3H6CHO-1                    2   464.200     5.009     2.600     0.000     1.000
C3H6CHO-2                    2   464.200     5.009     2.600     0.000     1.000
C3H6CHO-3                    2   464.200     5.009     2.600     0.000     1.000
C2H5CHCO                     2   436.950     5.016     0.000     0.000     0.000
SC3H5CHO                     2   464.200     5.009     2.600     0.000     1.000
SC3H5CO                      2   464.200     5.009     2.600     0.000     1.000
CH2CH2CHO                    2   424.600     4.820     0.000     0.000     1.000
IC4H10                       2   335.700     5.208     0.100     0.000     1.000
IC4H9                        2   352.000     5.240     0.000     0.000     1.000
TC4H9                        2   352.000     5.240     0.000     0.000     1.000
IC4H8                        2   344.500     5.089     0.500     0.000     1.000
IC4H7                        2   355.000     4.650     0.000     0.000     1.000
TC4H9O2                      2   502.252     5.430     0.000     0.000     0.000
IC4H9O2                      2   502.252     5.430     0.000     0.000     0.000
TC4H8O2H-I                   2   502.200     5.356     1.800     0.000     1.000
IC4H8O2H-I                   2   502.200     5.356     1.800     0.000     1.000
IC4H8O2H-T                   2   502.200     5.356     1.800     0.000     1.000
IC4H8O                       2   436.400     5.352     0.000     0.000     1.000
CC4H8O                       2   444.197     5.063     0.000     0.000     0.000
IC4H9O                       2   496.000     5.200     0.000     0.000     1.000
TC4H9O                       2   496.000     5.200     0.000     0.000     1.000
IC4H9O2H                     2   505.540     5.450     0.000     0.000     0.000
TC4H9O2H                     2   505.540     5.450     0.000     0.000     0.000
IC4H7O                       2   496.000     5.200     0.000     0.000     1.000
IC4H8OH                      2   496.000     5.200     0.000     0.000     1.000
IO2C4H8OH                    2   496.000     5.200     0.000     0.000     1.000
IC3H7CHO                     2   436.400     5.352     0.000     0.000     1.000
TC3H6CHO                     2   436.400     5.352     0.000     0.000     1.000
IC3H7CO                      2   436.400     5.352     0.000     0.000     1.000
IC3H6CHO                     2   436.400     5.352     0.000     0.000     1.000
TC4H8OOH-IO2                 2   600.078     6.009     0.000     0.000     0.000
IC4H8OOH-IO2                 2   600.078     6.009     0.000     0.000     0.000
IC4H8OOH-TO2                 2   600.078     6.009     0.000     0.000     0.000
IC4KETII                     2   549.655     5.716     0.000     0.000     0.000
IC4KETIT                     2   549.655     5.716     0.000     0.000     0.000
IC4H7OH                      2   502.200     5.356     1.800     0.000     1.000
IC4H6OH                      2   502.200     5.356     1.800     0.000     1.000
IC3H5CHO                     2   436.400     5.352     0.000     0.000     1.000
IC3H5CO                      2   436.400     5.352     0.000     0.000     1.000
TC3H6OCHO                    2   436.400     5.352     0.000     0.000     1.000
IC3H6CO                      2   436.400     5.352     0.000     0.000     1.000
IC4H7OOH                     2   436.400     5.352     0.000     0.000     1.000
TC3H6OHCHO                   2   436.400     5.352     0.000     0.000     1.000
TC3H6OH                      2   459.500     5.036     1.700     0.000     1.000
IC3H5OH                      2   459.500     5.036     1.700     0.000     1.000
TC3H6O2CHO                   2   436.400     5.352     0.000     0.000     1.000
TC3H6O2HCO                   2   436.400     5.352     0.000     0.000     1.000
IC3H5O2HCHO                  2   436.400     5.352     0.000     0.000     1.000
CH2CCH2OH                    2   481.500     4.997     1.700     0.000     1.000
TC4H8CHO                     2   476.000     5.778     2.600     0.000     1.000
O2C4H8CHO                    2   588.531     5.942     0.000     0.000     0.000
O2HC4H8CO                    2   588.531     5.942     0.000     0.000     0.000
C3H5OH                       2   481.500     4.997     1.700     0.000     1.000
CH2O2H                       2   238.400     3.496     0.000     0.000     1.500
C2H5COC2H5                   2   476.700     5.714     2.700     0.000     1.000
C2H5COC2H4P                  2   476.700     5.714     2.700     0.000     1.000
C2H5COC2H4S                  2   476.700     5.714     2.700     0.000     1.000
C2H5COC2H3                   2   476.700     5.714     2.700     0.000     1.000
PC2H4COC2H3                  2   476.700     5.714     2.700     0.000     1.000
SC2H4COC2H3                  2   476.700     5.714     2.700     0.000     1.000
C2H5COC2H2                   2   476.700     5.714     2.700     0.000     1.000
C2H3COCH2                    2   476.700     5.714     2.700     0.000     1.000
