CH3O               2   417.000     3.690     1.700     0.000     2.000          
CH3O2              2   417.000     3.690     1.700     0.000     2.000          
CH3O2H             2   417.000     3.690     1.700     0.000     2.000          
CH3O2CH3           2   417.000     3.690     1.700     0.000     2.000          
CH4                2   141.400     3.746     0.000     2.600    13.000          
CH3OH              2   417.000     3.690     1.700     0.000     2.000          
CH2OH              2   417.000     3.690     1.700     0.000     2.000          
CN                 1    75.000     3.856     0.000     0.000     1.000          
CO                 1    98.100     3.650     0.000     1.950     1.800          
CO2                1   244.000     3.763     0.000     2.650     2.100          
C                  0    71.400     3.298     0.000     0.000     0.000          
F                  0    80.000     2.750     0.000     0.000     0.000          
CX                 0    71.400     3.298     0.000     0.000     0.000          
F2                 1   125.700     3.301     0.000     1.600     3.800          
H                  0   145.000     2.050     0.000     0.000     0.000          
H2                 1    38.000     2.920     0.000     0.790   280.000          
H2O                2   572.400     2.605     1.844     0.000     4.000          
H2O2               2   107.400     3.458     0.000     0.000     3.800          
H2S                2   301.000     3.600     0.000     0.000     1.000          
HF0                1   352.000     2.490     1.730     0.000     5.000          
HE                 0    10.200     2.576     0.000     0.000     0.000          
HCCO               2   150.000     2.500     0.000     0.000     1.000          
HCN                1   569.000     3.630     0.000     0.000     1.000          
HC2N2              1   349.000     4.361     0.000     0.000     1.000          
HCO                2   498.000     3.590     0.000     0.000     0.000          
HCO+               1   498.000     3.590     0.000     0.000     0.000          
HF0                1   352.000     2.490     1.730     0.000     5.000          
HF1                1   352.000     2.490     1.730     0.000     5.000          
HF2                1   352.000     2.490     1.730     0.000     5.000          
HF3                1   352.000     2.490     1.730     0.000     5.000          
HF4                1   352.000     2.490     1.730     0.000     5.000          
HF5                1   352.000     2.490     1.730     0.000     5.000          
HF6                1   352.000     2.490     1.730     0.000     5.000          
HF7                1   352.000     2.490     1.730     0.000     5.000          
HF8                1   352.000     2.490     1.730     0.000     5.000          
HNCO               2   232.400     3.828     0.000     0.000     1.000          
HNO                2   116.700     3.492     0.000     0.000     1.000          
HNNO               2   232.400     3.828     0.000     0.000     1.000          
HO2                2   107.400     3.458     0.000     0.000     1.000          
HSO2               2   252.000     4.290     0.000     0.000     1.000          
HSO                2   252.000     4.290     0.000     0.000     1.000          
N                  0    71.400     3.298     0.000     0.000     0.000          
N2                 1    97.530     3.621     0.000     1.760     4.000          
N2H2               2    71.400     3.798     0.000     0.000     1.000          
N2H3               2   200.000     3.900     0.000     0.000     1.000          
N2H4               2   205.000     4.230     0.000     4.260     1.500          
N2O                1   232.400     3.828     0.000     0.000     1.000          
NCO                1   232.400     3.828     0.000     0.000     1.000          
NH                 1    80.000     2.650     0.000     0.000     4.000          
NH2                2    80.000     2.650     0.000     2.260     4.000          
NH3                2   481.000     2.920     1.470     0.000    10.000          
NNH                2    71.400     3.798     0.000     0.000     1.000          
NO                 1    97.530     3.621     0.000     1.760     4.000          
NO2                2   200.000     3.500     0.000     0.000     1.000          
O                  0    80.000     2.750     0.000     0.000     0.000          
O2                 1   107.400     3.458     0.000     1.600     3.800          
O3                 2   180.000     4.100     0.000     0.000     2.000          
OH                 1    80.000     2.750     0.000     0.000     0.000          
S                  0   847.000     3.839     0.000     0.000     0.000          
S2                 1   847.000     3.900     0.000     0.000     1.000          
SH                 1   847.000     3.900     0.000     0.000     1.000          
SO                 1   301.000     3.993     0.000     0.000     1.000          
S2O                2   252.000     4.290     0.000     0.000     1.000          
SO2                2   252.000     4.290     0.000     0.000     1.000          
SO3                2   378.400     4.175     0.000     0.000     1.000          
SIH4               2   207.6       4.084     0.000     0.000     1.000          
SIH3               2   170.3       3.943     0.000     0.000     1.000          
SIH2               2   133.1       3.803     0.000     0.000     1.000          
SIH                1    95.8       3.662     0.000     0.000     1.000          
SI                 0  3036.        2.910     0.000     0.000     0.000          
SI2H6              2   301.3       4.828     0.000     0.000     1.000          
SI2H5              2   306.9       4.717     0.000     0.000     1.000          
SI2H4              2   312.6       4.601     0.000     0.000     1.000          
SI2H3              2   318.2       4.494     0.000     0.000     1.000          
SI2H2              2   323.8       4.383     0.000     0.000     1.000          
SI2                1  3036.        3.280     0.000     0.000     1.000          
SI3                2  3036.        3.550     0.000     0.000     1.000          
CH2CL2             2   398.000     4.748     1.570     0.000     6.000          
CHCL               1   159.100     4.040     0.000     0.000     0.000          
CL                 0   130.800     3.610     0.000     2.200     0.000          
HCL                1   344.700     3.340     1.100     2.630     4.000          
CH2CL              2   355.000     4.151     1.870     0.000     0.000          
CHCL2              1   249.700     4.720     0.000     0.000     0.000          
CH3CL              2   355.000     4.151     1.870     0.000     0.000          
CH3CHCL2           2   220.000     8.502     2.060     0.000     0.000               
C2H4CL2            2   265.000     7.692     1.200     0.000     0.000               
C2H3CL             2   230.000     6.114     1.450     0.000     0.000         
C2H3CL3            2   260.000     8.428     1.420     0.000     0.000               
CH2CCL2            2   200.000     8.936     1.340     0.000     0.000          
C2H2CL3            2   260.000     8.428     1.420     0.000     0.000               
C2HCL3             2   426.400     5.32      0.900    10.140     2.00           
C2HCL              2   281.500     4.51      0.440     5.280     2.50           
CH2CLCCL2          2   260.000     8.428     1.420     0.000     0.000               
C2H5CL             2   225.000     6.994     2.050     0.000     0.000               
CH2CLCH2           2   225.000     6.994     2.050     0.000     0.000               
CLO                1   184.000     3.840     0.000     0.000     1.000          
HOCL               2   329.000     3.830     1.310     0.000     3.000          
CHCLO              2   417.800     4.280     1.000     4.420     2.000          
CHCLCHCL           2   200.000     8.936     0.700     0.000     0.000          
C2H2CL2            2   200.000     8.936     0.700     0.000     0.000               
CH3CHCL            2   225.000     6.994     2.050     0.000     0.000               
C2H2CL4            2   493.600     5.000     1.200     0.000     0.000               
CCLO               2   417.800     4.280     0.000     0.000     0.000          
CL2                1   316.000     4.220     0.200     4.610     4.900          
COCL2              2   337.500     4.770     1.180     6.380     2.000          
CH2CLO             2   417.800     4.280     1.000     4.420     2.000          
C2H4CL             2   225.000     6.994     2.050     0.000     0.000               
C2H2CL             2   281.500     4.51      0.440     5.280     2.50           
C2H3CL2            2   260.000     8.428     1.420     0.000     0.000                
N                  0    71.400     3.298     0.000     0.000     0.000 ! *
NH                 1    80.000     2.650     0.000     0.000     4.000
HNO                2   116.700     3.492     0.000     0.000     1.000 ! *
HONO               2   232.400     3.828     0.000     0.000     1.000 !=HNNO
NH2                2    80.000     2.650     0.000     2.260     4.000
H2NO               2   116.700     3.492     0.000     0.000     1.000 ! JAM
HNOH               2   116.700     3.492     0.000     0.000     1.000 ! JAM
NH3                2   481.000     2.920     1.470     0.000    10.000
N2                 1    97.530     3.621     0.000     1.760     4.000
NNH                2    71.400     3.798     0.000     0.000     1.000 ! *
HNNO               2   232.400     3.828     0.000     0.000     1.000 ! *
N2H2               2    71.400     3.798     0.000     0.000     1.000 ! *
N2H3               2   200.000     3.900     0.000     0.000     1.000 ! *
N2H4               2   205.000     4.230     0.000     4.260     1.500
N2O                1   232.400     3.828     0.000     0.000     1.000 ! *
NO                 1    97.530     3.621     0.000     1.760     4.000
NO2                2   200.000     3.500     0.000     0.000     1.000 ! *
S                  0   847.000     3.839     0.000     0.000     0.000 ! OIS
SH                 1   847.000     3.900     0.000     0.000     1.000 ! OIS
HSO2               2   252.000     4.290     0.000     0.000     1.000 ! OIS
H2S                2   301.000     3.600     0.000     0.000     1.000 ! OIS
SO                 1   301.000     3.993     0.000     0.000     1.000 ! OIS
SO2                2   252.000     4.290     0.000     0.000     1.000 ! OIS
SO3                2   378.400     4.175     0.000     0.000     1.000 ! OIS
S2                 1   847.000     3.900     0.000     0.000     1.000 ! OIS
C                  0    71.400     3.298     0.000     0.000     0.000 ! *
CH                 1    80.000     2.750     0.000     0.000     0.000
HCN                1   569.000     3.630     0.000     0.000     1.000 ! OIS
HCNO               2   232.400     3.828     0.000     0.000     1.000 ! JAM
HOCN               2   232.400     3.828     0.000     0.000     1.000 ! JAM
HNCO               2   232.400     3.828     0.000     0.000     1.000 ! OIS
HCNN               2   150.000     2.500     0.000     0.000     1.000 !  =HCCO*
HCO                2   498.000     3.590     0.000     0.000     0.000
CHO                2   498.000     3.590     0.000     0.000     0.000
HCO+               1   498.000     3.590     0.000     0.000     0.000
CHO+               1   498.000     3.590     0.000     0.000     0.000
CH2                1   144.000     3.800     0.000     0.000     0.000
SCH2               1   144.000     3.800     0.000     0.000     0.000
CH2(S)             1   144.000     3.800     0.000     0.000     0.000
H2CN               1   569.000     3.630     0.000     0.000     1.000 ! os/jm
CH2O               2   498.000     3.590     0.000     0.000     2.000
CH3                1   144.000     3.800     0.000     0.000     0.000
CH3O               2   417.000     3.690     1.700     0.000     2.000
CH2OH              2   417.000     3.690     1.700     0.000     2.000
CH3O2              2   481.800     3.626     0.000     0.000     1.000 !=Met
CH3NO3             2   232.400     3.828     0.000     0.000     1.000 !=HCNO
CH4                2   141.400     3.746     0.000     2.600    13.000
CH4O               2   417.000     3.690     1.700     0.000     2.000
CH3OH              2   481.800     3.626     0.000     0.000     1.000 ! SVE
CH3O2H             2   481.800     3.626     0.000     0.000     1.000 !=Met
CN                 1    75.000     3.856     0.000     0.000     1.000 ! OIS
NCO                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CN2                1   232.400     3.828     0.000     0.000     1.000 ! OIS
NCN                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CNN                1   232.400     3.828     0.000     0.000     1.000 ! OIS
NCNO               2   232.400     3.828     0.000     0.000     1.000 ! OIS
HCNN               2   150.000     2.500     0.000     0.000     1.000 !                                                                               
C2H4O2H            2   436.000     3.970     0.000     0.000     2.000 ! bak
CHOCO              2   436.000     3.970     0.000     0.000     2.000 ! bak                                                                                
CHOCHO             2   436.000     3.970     0.000     0.000     2.000 ! bak                                                                                
C2H3O              2   436.000     3.970     0.000     0.000     2.000 !=EtOx     
HNC                1   569.000     3.630     0.000     0.000     1.000 ! artitrary = HCN (Dagaut, pecs2008)                                                                           
HNCN               1   232.400     3.828     0.000     0.000     1.000  !=CNN      
                                                                                
                                                                                
                                                                                
                                                                                
                                                                          
