!Autoignition measurements and a validated kinetic model for the biodiesel surrogate, methyl butanoate.
!S. Dooley, H.J. Curran and J. M. Simmie, Combust. Flame 153 (2008) 2–32.
CH2OH             2   417.000      3.690     1.700    0.000     2.000
C3H5O             2   411.000      4.820     0.000    0.000     1.000
NC4KET14          2   476.000      5.778     2.600    0.000     1.000
MB2O              2   523.600      5.960     0.000    0.000     1.000
CH3O              2   417.000      3.690     1.700    0.000     2.000
C3H6OOH-21        2   357.100      4.720     0.000    0.000     1.000
NC4KET21          2   476.000      5.778     2.600    0.000     1.000
MB2OH3J           2   523.600      5.960     0.000    0.000     1.000
CH3O2H            2  481.800       3.626     0.000    0.000     1.000
C3H6OOH-31        2  357.100       4.720     0.000    0.000     1.000
NC4KET23          2  476.000       5.778     2.600    0.000     1.000
CH3O2             2  481.800       3.626     0.000    0.000     1.000
C3H6OOH-12        2  357.100       4.720     0.000    0.000     1.000
NC4KET24          2  476.000       5.778     2.600    0.000     1.000
CH4               2  141.400       3.746     0.000    2.600    13.000
C3H6OOH1-2O2      2  435.200       4.662     2.700    0.000     1.000
C2H5COCH3         2  454.000       5.413     3.300    0.000     1.000
MB3J              2  468.500       5.230     0.000    0.000     1.000
CH3               1  144.000       3.800     0.000    0.000     0.000
C3H6OOH1-3O2      2  435.200       4.662     2.700    0.000     1.000
C2H5COCH2         2  454.000       5.413     3.300    0.000     1.000
MB3O              2  523.600       5.960     0.000    0.000     1.000
CH2               1  144.000       3.800     0.000    0.000     0.000
C3H6OOH2-1O2      2  435.200       4.662     2.700    0.000     1.000
CH2CH2COCH3       2  454.000       5.413     3.300    0.000     1.000
MB3OH4J           2  523.600       5.960     0.000    0.000     1.000
CH2(S)            1  144.000       3.800     0.000    0.000     0.000
C3H6OOH2-2        2  435.200       4.662     2.700    0.000     1.000
CH3CHCOCH3        2  454.000       5.413     3.300    0.000     1.000
C                 0   71.400       3.298     0.000    0.000     0.000
NC3H7O2H          2  481.500       4.997     1.700    0.000     1.000
C2H3COCH3         2  454.000       5.413     3.300    0.000     1.000
CH                1   80.000       2.750     0.000    0.000     0.000
IC3H7O2H          2  459.500       5.036     1.700    0.000     1.000
CH3CHOOCOCH3      2  454.000       5.413     3.300    0.000     1.000
MB4J              2  468.500       5.230     0.000    0.000     1.000
C2H6              2  247.500       4.350     0.000    0.000     1.500
NC3H7O2           2  481.500       4.997     1.700    0.000     1.000
CH2CHOOHCOCH3     2  454.000       5.413     3.300    0.000     1.000
MB4O              2  523.600       5.960     0.000    0.000     1.000
C2H5              2  247.500       4.350     0.000    0.000     1.500
IC3H7O2           2  459.500       5.036     1.700    0.000     1.000
NC3H7CHO          2  464.200       5.009     2.600    0.000     1.000
MBM*O             2  523.600       5.960     0.000    0.000     1.000
C2H4              2  238.400       3.496     0.000    0.000     1.500
NC3H7O            2  481.500       4.997     1.700    0.000     1.000
NC3H7CO           2  464.200       5.009     2.600    0.000     1.000
C2H3              2  265.300       3.721     0.000    0.000     1.000
IC3H7O            2  459.500       5.036     1.700    0.000     1.000
C3H6CHO-1         2  464.200       5.009     2.600    0.000     1.000
C2H2              1  265.300       3.721     0.000    0.000     2.500
C3H6O1-2          2  403.600       4.968     2.000    0.000     1.000
C3H6CHO-2         2  464.200       5.009     2.600    0.000     1.000
MBMO              2  523.600       5.960     0.000    0.000     1.000
C2H               1  265.300       3.721     0.000    0.000     2.500
C3H6O1-3          2  403.600       4.968     2.000    0.000     1.000
C3H6CHO-3         2  464.200       5.009     2.600    0.000     1.000
ME2*O             2  523.600       5.960     0.000    0.000     1.000
C3KET12           2  464.200       5.009     2.600    0.000     1.000
C2H5CHCO          2  464.200       5.009     2.600    0.000     1.000
ME2J              2  496.000       5.200     0.000    0.000     1.000
CH3CO             2  436.000       3.970     0.000    0.000     2.000
C3KET13           2  464.200       5.009     2.600    0.000     1.000
SC3H5CHO          2  464.200       5.009     2.600    0.000     1.000
MP2D              2  430.100       5.833     0.000    0.000     1.000
CH2CHO            2  436.000       3.970     0.000    0.000     2.000
C3KET21           2  464.200       5.009     2.600    0.000     1.000
SC3H5CO           2  464.200       5.009     2.600    0.000     1.000
MP2D3J            2  468.500       5.230     0.000    0.000     1.000
CH2CO             2  436.000       3.970     0.000    0.000     2.000
C3H51-23OOH       2  481.500       4.997     1.700    0.000     1.000
CH2CH2CHO         2  424.600       4.820     0.000    0.000     1.000
MP2OH3J           2  523.600       5.960     0.000    0.000     1.000
HCCO              2  150.000       2.500     0.000    0.000     1.000
C3H52-13OOH	      2  357.100       4.720     0.000    0.000     1.000
IC4H10            2  335.700       5.208     0.100    0.000     1.000
MP2OH3OO          2  468.500       5.230     0.000    0.000     1.000
HCCOH             2  436.000       3.970     0.000    0.000     2.000
C3H6OH            2  487.900       4.820     0.000    0.000     1.000
IC4H9             2  352.000       5.240     0.000    0.000     1.000
MP3*O             2  523.600       5.960     0.000    0.000     1.000
CH3CO3H           2  436.000       3.970     0.000    0.000     2.000
HOC3H6O2          2  487.900       4.820     0.000    0.000     1.000
TC4H9             2  352.000       5.240     0.000    0.000     1.000
MP3J              2  430.100       5.833     0.000    0.000     1.000
CH3CO3            2  436.000       3.970     0.000    0.000     2.000
CH3CHCO           2  443.200       4.120     0.000    0.000     1.000
IC4H8             2  344.500       5.089     0.500    0.000     1.000
CH2CHCHCO         2  357.000       5.180     0.000    0.000     1.000
CH3CO2            2  436.000       3.970     0.000    0.000     2.000
AC3H5OOH          2  481.500       4.997     1.700    0.000     1.000
IC4H7             2  355.000       4.650     0.000    0.000     1.000
CHOOCO            2  395.000       4.037     1.300    0.000     1.000
C2H5OH            2  470.600       4.410     0.000    0.000     1.500
C2H3OOH           2  428.800       4.958     2.900    0.000     1.000
TC4H9O2           2  476.000       5.778     2.600    0.000     1.000
BAOJ              2  430.100       5.833     0.000    0.000     1.000
C2H5O             2  470.600       4.410     0.000    0.000     1.500
C4H10             2  350.900       5.206     0.000    0.000     1.000
IC4H9O2           2  436.400       5.352     0.000    0.000     1.000
C5H7O2            2  468.500       5.230     0.000    0.000     1.000
PC2H4OH           2  470.600       4.410     0.000    0.000     1.500
C4H8-1            2  355.000       4.650     0.000    0.000     1.000
TC4H8O2H-I        2  502.200       5.356     1.800    0.000     1.000
MP3J*O            2  523.600       5.960     0.000    0.000     1.000
SC2H4OH           2  470.600       4.410     0.000    0.000     1.500
C4H8-2            2  355.000       4.650     0.000    0.000     1.000
IC4H8O2H-I        2  502.200       5.356     1.800    0.000     1.000
CJHCHCHCO         2  470.600       4.410     0.000    0.000     1.500
O2C2H4OH          2  523.200       5.664     1.700    0.000     1.000
PC4H9             2  352.000       5.240     0.000    0.000     1.000
IC4H8O2H-T        2  502.200       5.356     1.800    0.000     1.000
CH3CHCHO          2  428.800       4.958     2.900    0.000     1.000
C2H5O2H           2  470.600       4.410     0.000    0.000     1.500
SC4H9             2  352.000       5.240     0.000    0.000     1.000
IC4H8O            2  436.400       5.352     0.000    0.000     1.000
ME                2  357.100       4.720     0.000    0.000     1.000
C2H5O2            2  470.600       4.410     0.000    0.000     1.500
C4H71-1           2  357.100       4.720     0.000    0.000     1.000
CC4H8O            2  447.300       5.078     1.700    0.000     1.000
BA4J              2  357.100       4.720     0.000    0.000     1.000
C2H4O2H           2  470.600       4.410     0.000    0.000     1.500
C4H71-2           2  357.100       4.720     0.000    0.000     1.000
IC4H9O            2  496.000       5.200     0.000    0.000     1.000
CH2COOH           2  357.100       4.720     0.000    0.000     1.000
C2H4O1-2          2  436.000       3.970     0.000    0.000     2.000
C4H71-3           2  357.100       4.720     0.000    0.000     1.000
TC4H9O            2  496.000       5.200     0.000    0.000     1.000
MEMJ              2  357.100       4.720     0.000    0.000     1.000
C2H3O1-2          2  436.000       3.970     0.000    0.000     2.000
C4H71-4           2  357.100       4.720     0.000    0.000     1.000
IC4H9O2H          2  436.400       5.352     0.000    0.000     1.000
C2H3CO2           2  357.100       4.720     0.000    0.000     1.000
CH3COCH3          2  435.500       4.860     0.000    0.000     1.000
C4H72-1           2  357.100       4.720     0.000    0.000     1.000
TC4H9O2H          2  476.000       5.778     2.600    0.000     1.000
MP2DMJ            2  357.100       4.720     0.000    0.000     1.000
CH3COCH2          2  435.500       4.860     0.000    0.000     1.000
C4H72-2           2  357.100       4.720     0.000    0.000     1.000
IC4H7O            2  496.000       5.200     0.000    0.000     1.000
MP2D2J            2  357.100       4.720     0.000    0.000     1.000
CH3COCH2O2        2  435.200       4.662     2.700    0.000     1.000
C4H6              2  357.000       4.720     0.000    0.000     1.000
IC4H8OH           2  496.000       5.200     0.000    0.000     1.000
MM1O              2  523.600       5.960     0.000    0.000     1.000
CH3COCH2O2H       2  435.200       4.662     2.700    0.000     1.000
PC4H9O2H          2  496.000       5.200     0.000    0.000     1.000
IO2C4H8OH         2  496.000       5.200     0.000    0.000     1.000
MMMO              2  523.600       5.960     0.000    0.000     1.000
CH3COCH2O         2  435.200       4.662     2.700    0.000     1.000
SC4H9O2H          2  496.000       5.200     0.000    0.000     1.000
IC3H7CHO          2  436.400       5.352     0.000    0.000     1.000
CH3CHOCHO         2  427.000       5.117     2.000    0.000     1.000
C2H3CHO           2  428.800       4.958     2.900    0.000     1.000
PC4H9O2           2  496.000       5.200     0.000    0.000     1.000
TC3H6CHO          2  436.400       5.352     0.000    0.000     1.000
ME2J*O            2  523.600       5.960     0.000    0.000     1.000
C2H3CO            2  443.200       4.120     0.000    0.000     1.000
SC4H9O2           2  496.000       5.200     0.000    0.000     1.000
IC3H7CO           2  436.400       5.352     0.000    0.000     1.000
MB4OO             2  523.600       5.960     0.000    0.000     1.000
C2H5CHO           2  435.200       4.662     2.700    0.000     1.000
PC4H9O            2  496.000       5.200     0.000    0.000     1.000
IC3H6CHO          2  436.400       5.352     0.000    0.000     1.000
MBMOO             2  523.600       5.960     0.000    0.000     1.000
C2H5CO            2  424.600       4.820     0.000    0.000     1.000
SC4H9O2           2  496.000       5.200     0.000    0.000     1.000
TC4H8OOH-IO2      2  476.000       5.778     2.600    0.000     1.000
MB3OO             2  523.600       5.960     0.000    0.000     1.000
CH3OCH3           2  395.000       4.037     1.300    0.000     1.000
C4H7O             2  496.000       5.200     0.000    0.000     1.000
IC4H8OOH-IO2      2  436.400       5.352     0.000    0.000     1.000
MB2OO             2  523.600       5.960     0.000    0.000     1.000
CH3OCH2           2  395.000       4.037     1.300    0.000     1.000
C4H8O1-2          2  496.000       5.200     0.000    0.000     1.000
IC4H8OOH-TO2      2  436.400       5.352     0.000    0.000     1.000
CH3OCH2O2         2  395.000       4.037     1.300    0.000     1.000
C4H8O1-3          2  496.000       5.200     0.000    0.000     1.000
IC4KETII          2  436.400       5.352     0.000    0.000     1.000
C3H5-A            2  316.000       4.220     0.000    0.000     1.000
CH3CHO            2  436.000       3.970     0.000    0.000     2.000
SC4H9O            2  496.000       5.200     0.000    0.000     1.000
C3H6OOH-2,1       2  435.200       4.662     2.700    0.000     1.000
C3H6OOH-3,1       2  435.200       4.662     2.700    0.000     1.000
C3H6OOH-1,2       2  435.200       4.662     2.700    0.000     1.000
C3H51-2,3OOH      2  435.200       4.662     2.700    0.000     1.000
C3H52-1,3OOH      2  435.200       4.662     2.700    0.000     1.000
MBMJ*O            2  523.600       5.960     0.000    0.000     1.000
MB4*O             2  523.600       5.960     0.000    0.000     1.000
MB4J*O            2  523.600       5.960     0.000    0.000     1.000
MB3D              2  468.500       5.230     0.000    0.000     1.000
MB2OH3OO          2   541.5       5.674     1.8       0.0       1.0 !
MB3OH4OO           2   541.5       5.674     1.8       0.0       1.0 !  
MBMJ               2   468.5       5.23     0.0       0.0       1.0 !  


